"Story","Title","Result","Date","Stability","Duration (s)"
"Ver las reservas que el usuario tiene activas o ha realizado","Mostrar la reserva activa y las reservas realizadas por el usuario","FAILURE","2025-06-18T19:51:19.8247038-05:00[America/Bogota]","0.0","31.59"
