"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar el registro de un usuario","Hacer el registro de nuevos usuarios","SUCCESS","2025-06-18T20:40:21.4645193-05:00[America/Bogota]","0.0","9.26"
