"Story","Title","Result","Date","Stability","Duration (s)"
"Selecccionar un espacio de parqueadero","Realizar reserva de espacio de parqueadero","ERROR","2025-07-09T11:54:21.4125852-05:00[America/Bogota]","0.0","16.79"
