"Story","Title","Result","Date","Stability","Duration (s)"
"Ver los vehiculos dentro del sistema","Visualizar los vehiculos dentro de la pagina de parkeatec","SUCCESS","2025-06-18T14:34:54.5654941-05:00[America/Bogota]","0.0","6.57"
